12320
1449	Cds	5
3499	DJ	7
5064	DVD	8
6934	EDD	7
5523	ETV	6
3036	Excel	7
2056	Femi	5
1394	IBM	15
4918	MP	8
4719	MSN	6
3104	NBA	8
2765	NYU	5
2361	PCC	7
5247	RIB	70
6446	VISA	17
6407	Word	5
5971	XYZ	12
3905	Xi	6
2125	t恤	14
3319	一万	7
2313	一两	51
4919	一代	5
607	一会儿	174
6738	一侧	8
5758	一共	61
2293	一切都在	11
2427	一切都是	24
2290	一切顺利	23
3717	一刻	13
2215	一千	21
1813	一半	57
6616	一双鞋	9
1740	一口气	5
3426	一句话	5
4537	一只猫	10
3162	一团糟	17
757	一块	69
3396	一大	45
4230	一大笔钱	41
1162	一头	17
278	一定会	55
579	一家	337
2409	一对	24
2999	一对一	6
2963	一小	15
3783	一年前	8
820	一整天	70
2911	一无所知	21
5808	一日游	5
4340	一早	5
4050	一月	6
6023	一期	5
5150	一束花	5
5166	一条线	7
5124	一桶	6
3302	一楼	26
2861	一次性	7
479	一段时间	103
2981	一流	13
3711	一生	15
2294	一生中	20
395	一百	31
2230	一百万	11
2862	一眼	11
4092	一程	15
3515	一窍不通	5
2923	一等奖	6
5740	一箱	8
1078	一系列	20
6565	一罐	7
2515	一般来说	36
236	一节课	11
4982	一英里	6
6104	一行	7
697	一见钟情	20
3673	一言为定	12
6010	一起来	6
1488	一路	11
6143	一路顺风	5
1715	一辈子	9
2211	一道	16
3660	一道菜	8
1507	一部分	94
6130	一针	5
1914	一阵子	8
5912	一餐	7
6733	丁	8
5675	七月	5
2631	七点钟	17
6703	万事达卡	17
5315	万分	6
3686	万圣节	6
129	丈夫	142
6345	三件套	7
208	三十	57
6758	三千	6
3480	三四	12
2670	三学	10
6700	三明治	6
2291	三月	7
5321	三百	7
4250	上下班	5
3417	上个月	58
2837	上交	8
5726	上会	10
237	上午	92
5559	上司	8
130	上周	173
5341	上周五	5
1577	上周末	21
2180	上夜班	5
254	上学	67
105	上市	10
758	上帝	72
5027	上床睡觉	12
759	上当	7
4835	上方	8
4341	上映	14
0	上次	83
1039	上海	67
2117	上涨	23
600	上演	22
209	上班	89
3444	上瘾	11
2516	上网	46
4772	上船	7
6749	上菜	5
4710	上衣	5
238	上课	65
4190	上路	9
1716	上车	45
2002	上过	25
5313	下一场	6
226	下个月	50
480	下午	401
2653	下周一	51
3328	下周日	9
2671	下学期	15
614	下定决心	28
4961	下山	5
3274	下巴	8
2066	下得	9
375	下棋	14
2523	下次	161
2067	下班	72
2767	下着	8
5371	下课后	5
5853	下跌	7
5323	下车	73
3867	下车时	5
3057	下载	25
3675	下降	29
549	下雨	79
1632	下雪	16
3178	不一定	14
3697	不久前	9
131	不仅如此	6
1079	不介意	160
3965	不便	22
1256	不停	27
4613	不先	8
5770	不关	5
2944	不利	7
382	不到	191
5921	不动	5
2863	不及	51
2728	不及格	21
2171	不可思议	23
1508	不可或缺	7
2864	不可避免	12
2945	不吃	27
5926	不合理	5
1384	不在	153
2777	不在乎	48
3010	不坏	11
821	不太好	91
1	不好	201
321	不好意思	196
698	不安	18
2365	不对劲	10
5827	不属于	6
1602	不幸	88
4723	不必要	8
3962	不忙	8
5504	不忠	8
5833	不急	6
4297	不怪	7
3587	不感兴趣	36
5455	不愿	18
4404	不懂	8
416	不成问题	35
6830	不收	8
383	不敢相信	82
5997	不方便	8
5534	不早了	12
4053	不明智	9
941	不是故意	20
5937	不来	8
998	不用说	12
2960	不知	8
3067	不礼貌	16
4720	不禁	5
2295	不算	41
1741	不累	7
1375	不耐烦	5
6654	不肯	5
3632	不胜感激	21
5270	不能同意	15
1546	不能接受	22
